Seq,SOMAS_ID_round1,SOMAS_ID_round2,ColCheck_r1,ColCheck_r2,Organism,CV_r1,CV_r2
12855-16,CASS4.12855.16.3,CASS4.12855.16.3,PASS,PASS,Human,4.59289729153974,4.27801591367067
12856-14,TMEM237.12856.14.3,TMEM237.12856.14.3,PASS,PASS,Human,3.75142028209413,4.92982927667083
12860-7,ARPP21.12860.7.3,ARPP21.12860.7.3,PASS,PASS,Human,3.82798034525272,6.71914519084385
12864-9,NIPAL4.12864.9.3,NIPAL4.12864.9.3,PASS,PASS,Human,6.04603434440334,6.10772219568377
12867-40,DYNLT3.12867.40.3,DYNLT3.12867.40.3,PASS,PASS,Human,3.64769615176976,3.29676408881977
12871-10,TWF1.12871.10.3,TWF1.12871.10.3,PASS,PASS,Human,4.74145416063722,7.37215709814372
12875-28,UBTD2.12875.28.3,UBTD2.12875.28.3,PASS,PASS,Human,7.79330922451383,4.12169319547197
12878-60,OSBPL11.12878.60.3,OSBPL11.12878.60.3,PASS,PASS,Human,3.74330877124556,9.26441744929591
12879-5,RBL1.12879.5.3,RBL1.12879.5.3,PASS,PASS,Human,5.11654066585716,12.2136512211518
12880-1,SV2A.12880.1.3,SV2A.12880.1.3,PASS,PASS,Human,3.45548353802372,8.79666176216665
12881-17,RDH16.12881.17.3,RDH16.12881.17.3,PASS,PASS,Human,19.3506093984715,18.9621428738923
12882-7,PARP11.12882.7.3,PARP11.12882.7.3,PASS,PASS,Human,4.3521550049591,4.35435878375593
12885-42,NR1D2.12885.42.3,NR1D2.12885.42.3,PASS,PASS,Human,8.77069843469328,5.36108805261343
12888-18,SAP30.12888.18.3,SAP30.12888.18.3,PASS,PASS,Human,6.7036496719471,3.07907108435486
12891-1,MICALL2.12891.1.3,MICALL2.12891.1.3,PASS,PASS,Human,6.03426858294538,8.35823715069969
12892-10,SYTL1.12892.10.3,SYTL1.12892.10.3,PASS,PASS,Human,5.13399467938191,7.75611762305805
12893-159,IFI16.12893.159.3,IFI16.12893.159.3,PASS,PASS,Human,7.26253550827155,17.7043133376285
12894-3,PAXIP1.12894.3.3,PAXIP1.12894.3.3,PASS,PASS,Human,4.55082516934689,4.71976158536613
12895-28,DGKB.12895.28.3,DGKB.12895.28.3,PASS,PASS,Human,6.26404661489034,4.84023098803185
12900-29,ACACB.12900.29.3,ACACB.12900.29.3,PASS,PASS,Human,14.7713577625139,11.6490737192273
12904-180,CUBN.12904.180.3,CUBN.12904.180.3,PASS,PASS,Human,6.45299481922589,4.56676375310599
12906-137,FLNA.12906.137.3,FLNA.12906.137.3,PASS,PASS,Human,4.06693535848698,6.95332886297512
12908-15,APOA5.12908.15.3,APOA5.12908.15.3,PASS,PASS,Human,6.40241270263308,6.28063698513814
12916-3,MTCP1.12916.3.3,MTCP1.12916.3.3,PASS,PASS,Human,4.36032190232367,8.25554124215341
12923-51,KRT17.12923.51.3,KRT17.12923.51.3,PASS,PASS,Human,5.22417849699244,6.52426050457299
12925-105,AXIN2.12925.105.3,AXIN2.12925.105.3,PASS,PASS,Human,7.64462534559399,7.4742129903955
12931-16,NR3C2.12931.16.3,NR3C2.12931.16.3,PASS,PASS,Human,7.53643175725293,8.64181274526346
12934-1,HERC5.12934.1.3,HERC5.12934.1.3,PASS,PASS,Human,4.71916240352546,5.84102327739184
12936-38,RLBP1.12936.38.3,RLBP1.12936.38.3,PASS,PASS,Human,2.92679235604815,6.15552003239493
12939-1,POLR1C.12939.1.3,POLR1C.12939.1.3,PASS,PASS,Human,9.25630042088032,10.5145446142252
12940-35,ALDH3B1.12940.35.3,ALDH3B1.12940.35.3,PASS,PASS,Human,7.56446285384949,9.33418724738891
12941-24,TMEM40.12941.24.3,TMEM40.12941.24.3,PASS,PASS,Human,3.39810895039488,8.97704141118663
12954-71,PPARA.12954.71.3,PPARA.12954.71.3,PASS,PASS,Human,9.45817029189259,9.41523315185993
12957-62,UQCRB.12957.62.3,UQCRB.12957.62.3,PASS,PASS,Human,5.07414168505631,7.77942402786383
12960-9,GCK.12960.9.3,GCK.12960.9.3,PASS,PASS,Human,11.8056694622712,10.8659237308055
12963-1,GPR107.12963.1.3,GPR107.12963.1.3,PASS,PASS,Human,3.45351038732426,6.07194216525354
12968-2,CSRP2.12968.2.3,CSRP2.12968.2.3,PASS,PASS,Human,8.61927441731345,7.54419426269185
12970-35,STAU2.12970.35.3,STAU2.12970.35.3,PASS,PASS,Human,6.9868634099551,12.6852135165869
12975-11,KRT20.12975.11.3,KRT20.12975.11.3,PASS,PASS,Human,4.02756684856751,6.99415594960125
12976-49,SORBS3.12976.49.3,SORBS3.12976.49.3,PASS,PASS,Human,3.54846887732517,8.40198790869273
12987-12,SRSF7.12987.12.3,SRSF7.12987.12.3,PASS,PASS,Human,7.52949144541888,10.4129678712747
12988-49,EWSR1.12988.49.3,EWSR1.12988.49.3,PASS,PASS,Human,18.959174820623,10.2114363789703
12990-39,MAP3K3.12990.39.3,MAP3K3.12990.39.3,PASS,PASS,Human,5.767977731805,11.5489190384982
12991-49,CUL9.12991.49.3,CUL9.12991.49.3,PASS,PASS,Human,5.12072362085026,6.61201484717403
12993-21,NPLOC4.12993.21.3,NPLOC4.12993.21.3,PASS,PASS,Human,18.5856258105215,13.6467628191974
13007-66,LCN10.13007.66.3,LCN10.13007.66.3,PASS,PASS,Human,11.1757446690322,8.8742617966966
13013-41,PARK2.13013.41.3,PARK2.13013.41.3,PASS,PASS,Human,4.3302953774525,5.1916882609689
13021-12,EMID1.13021.12.3,EMID1.13021.12.3,PASS,PASS,Human,5.63305715119732,4.53433595408329
13022-20,TP53I11.13022.20.3,TP53I11.13022.20.3,PASS,PASS,Human,16.8456607488071,14.9893530515212
13023-8,ASPRV1.13023.8.3,ASPRV1.13023.8.3,PASS,PASS,Human,4.11014607285516,14.1953615302911
13027-20,CBX7.13027.20.3,CBX7.13027.20.3,PASS,PASS,Human,4.51707605825428,4.2876513189445
13028-2,EVI2B.13028.2.3,EVI2B.13028.2.3,PASS,PASS,Human,4.79793860884243,4.875681807572
13032-1,BECN1.13032.1.3,BECN1.13032.1.3,PASS,PASS,Human,4.53330169698375,7.9717990405277
13041-47,TRAF4.13041.47.3,TRAF4.13041.47.3,PASS,PASS,Human,3.22695636244583,9.33822927710894
13042-7,KCNA10.13042.7.3,KCNA10.13042.7.3,PASS,PASS,Human,7.15811365162578,7.37331663387069
13043-157,ATAD2.13043.157.3,ATAD2.13043.157.3,PASS,PASS,Human,5.63625950577811,6.0647923664168
13044-5,TSG101.13044.5.3,TSG101.13044.5.3,PASS,PASS,Human,10.7775161061431,15.4018808912747
13053-6,SLC6A14.13053.6.3,SLC6A14.13053.6.3,PASS,PASS,Human,7.1477675707187,12.1668665348692
13054-87,PFN2.13054.87.3,PFN2.13054.87.3,PASS,PASS,Human,11.1685753470684,7.37580539890353
13055-53,PSD.13055.53.3,PSD.13055.53.3,PASS,PASS,Human,9.37623809939815,8.36542002920203
13056-18,SLC6A16.13056.18.3,SLC6A16.13056.18.3,PASS,PASS,Human,4.24496396320921,7.97454841065443
13059-33,RFK.13059.33.3,RFK.13059.33.3,PASS,PASS,Human,5.93061701790179,2.78059808620173
13062-4,GMFG.13062.4.3,GMFG.13062.4.3,PASS,PASS,Human,12.2211500439315,16.7647276924094
13066-42,EDC4.13066.42.3,EDC4.13066.42.3,PASS,PASS,Human,6.91830205673796,7.33028548024436
13067-5,PRKG1.13067.5.3,PRKG1.13067.5.3,PASS,PASS,Human,5.09324716284344,4.65099554800572
13073-14,ANP32A.13073.14.3,ANP32A.13073.14.3,PASS,PASS,Human,8.08564371750496,7.44805998254097
13076-4,FXR1.13076.4.3,FXR1.13076.4.3,PASS,PASS,Human,7.09920997811657,5.75014424403604
13078-3,CETN2.13078.3.3,CETN2.13078.3.3,PASS,PASS,Human,8.65994957720642,9.32922231100942
13083-18,VARS.13083.18.3,VARS.13083.18.3,PASS,PASS,Human,6.69808688177238,6.07147742466685
13085-18,GLP1R.13085.18.3,GLP1R.13085.18.3,PASS,PASS,Human,3.94625514018404,6.83682443722385
13089-6,HIF1A.13089.6.3,HIF1A.13089.6.3,PASS,PASS,Human,6.05304174071291,4.78482810304476
13090-17,S100A6.13090.17.3,S100A6.13090.17.3,PASS,PASS,Human,6.20009137794412,5.26152013039586
13093-6,SECTM1.13093.6.3,SECTM1.13093.6.3,PASS,PASS,Human,3.6572226556964,4.79221999709423
13094-75,RSPO3.13094.75.3,RSPO3.13094.75.3,PASS,PASS,Human,4.24128736580295,15.15093012846
13097-11,BCL2L2.13097.11.3,BCL2L2.13097.11.3,PASS,PASS,Human,4.95931832486051,6.94101039464126
13098-93,FIGF.13098.93.3,FIGF.13098.93.3,PASS,PASS,Human,6.71876140824873,15.6273017147136
13101-60,SOST.13101.60.3,SOST.13101.60.3,PASS,PASS,Human,7.08650019835641,5.61136340960244
13102-1,FAM3D.13102.1.3,FAM3D.13102.1.3,PASS,PASS,Human,6.56551210853773,5.88067011306732
13103-125,CSH1.CSH2.13103.125.3,CSH1.CSH2.13103.125.3,PASS,PASS,Human,6.89985589096465,8.42250239330006
13104-32,EFNB1.13104.32.3,EFNB1.13104.32.3,PASS,PASS,Human,3.59883499678645,4.79173581023223
13105-7,SNAP25.13105.7.3,SNAP25.13105.7.3,PASS,PASS,Human,7.75615132170502,5.88617947337956
13107-9,LYPD3.13107.9.3,LYPD3.13107.9.3,PASS,PASS,Human,6.76629946106009,7.98420158467993
13109-82,NEGR1.13109.82.3,NEGR1.13109.82.3,PASS,PASS,Human,3.60130596612555,5.80879988793404
13112-179,FSTL1.13112.179.3,FSTL1.13112.179.3,PASS,PASS,Human,4.46495616158303,5.54152187328464
13116-25,CD177.13116.25.3,CD177.13116.25.3,PASS,PASS,Human,6.34556149618912,6.03363098139472
13117-232,CHKB.13117.232.3,CHKB.13117.232.3,PASS,PASS,Human,9.30798912954968,11.2630799034425
13118-5,SMOC1.13118.5.3,SMOC1.13118.5.3,PASS,PASS,Human,2.86959649359831,4.75448849777835
13119-26,SERPINA10.13119.26.3,SERPINA10.13119.26.3,PASS,PASS,Human,8.03243856632987,9.44196771872788
13122-19,FLRT2.13122.19.3,FLRT2.13122.19.3,PASS,PASS,Human,5.05913618371656,9.11463781363735
13123-3,FLRT3.13123.3.3,FLRT3.13123.3.3,PASS,PASS,Human,7.73190701719841,14.5037012055441
13124-20,ISLR2.13124.20.3,ISLR2.13124.20.3,PASS,PASS,Human,3.5878494390046,5.53290173626315
13125-45,VTN.13125.45.3,VTN.13125.45.3,PASS,PASS,Human,6.562569274124,5.6955947286811
13126-52,DSC2.13126.52.3,DSC2.13126.52.3,PASS,PASS,Human,6.1099204400583,4.74538287007428
13129-40,LDLR.13129.40.3,LDLR.13129.40.3,PASS,PASS,Human,4.61017581856318,16.8416871307984
13130-150,HK2.13130.150.3,HK2.13130.150.3,PASS,PASS,Human,15.6314444702434,11.8460505192169
13131-5,HK1.13131.5.3,HK1.13131.5.3,PASS,PASS,Human,7.84225132299164,8.3886204841107
13132-14,SEMA5A.13132.14.3,SEMA5A.13132.14.3,PASS,PASS,Human,4.93912626735689,11.2639402759825
13133-73,LTBP4.13133.73.3,LTBP4.13133.73.3,PASS,PASS,Human,3.0788247032959,6.09077713302992
13230-174,null.13230.174.3,NoneX.13230.174.3,PASS,PASS,Human,6.30181498067191,10.0322843781473
13231-90,null.13231.90.3,NoneX.13231.90.3,PASS,PASS,Human,4.09566732853907,5.02423622704997
13374-4,DEFB113.13374.4.3,DEFB113.13374.4.3,PASS,PASS,Human,5.32563999228118,8.35891080012488
13378-80,C5orf63.13378.80.3,C5orf63.13378.80.3,PASS,PASS,Human,5.34843639325842,6.51463645498961
13381-49,B4GALT1.13381.49.3,B4GALT1.13381.49.3,PASS,PASS,Human,5.27071270408931,6.11567335985397
13386-248,RNF34.13386.248.3,RNF34.13386.248.3,PASS,PASS,Human,4.84678130831051,5.3858113630899
13387-55,EHF.13387.55.3,EHF.13387.55.3,PASS,PASS,Human,4.27851125869679,5.21045921001292
13388-57,PCSK1.13388.57.3,PCSK1.13388.57.3,PASS,PASS,Human,3.4093151916772,5.4054435107926
13389-8,GAL.13389.8.3,GAL.13389.8.3,PASS,PASS,Human,10.3995778642062,6.76752423899911
13393-46,DERL1.13393.46.3,DERL1.13393.46.3,PASS,PASS,Human,2.89004182417895,3.17068754843715
13399-33,RELL1.13399.33.3,RELL1.13399.33.3,PASS,PASS,Human,3.73710990725311,6.47564640045608
13405-61,SPINK2.13405.61.3,SPINK2.13405.61.3,PASS,PASS,Human,3.97155169105858,4.5639829920128
13406-161,CD300C.13406.161.3,CD300C.13406.161.3,PASS,PASS,Human,4.20028863270892,8.5374255788818
13408-23,WFIKKN2.13408.23.3,WFIKKN2.13408.23.3,PASS,PASS,Human,3.64505317448043,5.92720339740945
13409-9,NSG2.13409.9.3,NSG2.13409.9.3,PASS,PASS,Human,15.956248336608,8.84996404114059
13416-8,TMEM132D.13416.8.3,TMEM132D.13416.8.3,PASS,PASS,Human,2.56895932300964,9.9090214297711
13421-17,TMEM167B.13421.17.3,TMEM167B.13421.17.3,PASS,PASS,Human,4.42923206268711,3.64295253140183
13422-66,ENOX2.13422.66.3,ENOX2.13422.66.3,PASS,PASS,Human,10.5525378521956,7.74252407798791
13423-94,C10orf58.13423.94.3,FAM213A.13423.94.3,PASS,PASS,Human,4.77720346349885,4.88069953430493
13424-51,AIFM1.13424.51.3,AIFM1.13424.51.3,PASS,PASS,Human,3.3911878015747,5.45935909439795
13428-52,ZNRF3.13428.52.3,ZNRF3.13428.52.3,PASS,PASS,Human,4.31944083748604,6.90249075995659
13429-3,WFDC10A.13429.3.3,WFDC10A.13429.3.3,PASS,PASS,Human,6.30745327494343,9.49183510412007
13430-50,SLC14A1.13430.50.3,SLC14A1.13430.50.3,PASS,PASS,Human,5.41089272251271,4.78114361025395
13434-172,PARVA.13434.172.3,PARVA.13434.172.3,PASS,PASS,Human,6.04121123889807,9.51123952660031
13436-54,MAZ.13436.54.3,MAZ.13436.54.3,PASS,PASS,Human,7.49097730250392,16.9938103357201
13438-115,CHRD.13438.115.3,CHRD.13438.115.3,PASS,PASS,Human,3.47229875610733,4.75415196539614
13449-25,SF3B4.13449.25.3,SF3B4.13449.25.3,PASS,PASS,Human,3.91287853785379,3.2826001777657
13450-49,USP8.13450.49.3,USP8.13450.49.3,PASS,PASS,Human,5.58475593492925,8.12972758582241
13451-2,FNDC4.13451.2.3,FNDC4.13451.2.3,PASS,PASS,Human,8.8080386450306,6.30925239488181
13453-2,MRPL33.13453.2.3,MRPL33.13453.2.3,PASS,PASS,Human,13.380211162841,12.1720663622727
13455-10,DEFB119.13455.10.3,DEFB119.13455.10.3,PASS,PASS,Human,4.96501489269771,4.90282273257975
13457-33,ELF5.13457.33.3,ELF5.13457.33.3,PASS,PASS,Human,3.94561384997987,17.4258755909547
13460-4,CHAD.13460.4.3,CHAD.13460.4.3,PASS,PASS,Human,4.20777155562756,6.20112975863318
13464-8,NRAC.13464.8.3,NRAC.13464.8.3,PASS,PASS,Human,4.75333314431348,6.08079912952355
13465-5,RCAN1.13465.5.3,RCAN1.13465.5.3,PASS,PASS,Human,3.67396123959851,5.33111028094803
13468-5,NEURL4.13468.5.3,NEURL4.13468.5.3,PASS,PASS,Human,4.62928884599488,6.01233856507602
13470-43,PTH1R.13470.43.3,PTH1R.13470.43.3,PASS,PASS,Human,3.90717813863383,2.9040884313545
13472-35,HDHD2.13472.35.3,HDHD2.13472.35.3,PASS,PASS,Human,4.81844008495607,6.00595219301077
13473-55,ITPKA.13473.55.3,ITPKA.13473.55.3,PASS,PASS,Human,3.61776068508214,4.2949743231772
13474-40,GSTK1.13474.40.3,GSTK1.13474.40.3,PASS,PASS,Human,15.8605212915366,14.034424067686
13475-10,UBE2D4.13475.10.3,UBE2D4.13475.10.3,PASS,PASS,Human,3.83640132944326,5.85762075443854
13476-16,KIN.13476.16.3,KIN.13476.16.3,PASS,PASS,Human,5.79860011672501,3.82953629481453
13482-14,CNOT1.13482.14.3,CNOT1.13482.14.3,PASS,PASS,Human,5.04924928852843,7.28299254108279
13485-20,TMEM87B.13485.20.3,TMEM87B.13485.20.3,PASS,PASS,Human,5.55700020547582,5.94819015224467
13487-24,UNC93B1.13487.24.3,UNC93B1.13487.24.3,PASS,PASS,Human,7.63036773114723,7.95096055240804
13488-3,ARFIP1.13488.3.3,ARFIP1.13488.3.3,PASS,PASS,Human,4.56586405385872,6.55234180956479
13490-1,MPP6.13490.1.3,MPP6.13490.1.3,PASS,PASS,Human,6.21301790477491,5.44138356910718
13491-40,PDE6D.13491.40.3,PDE6D.13491.40.3,PASS,PASS,Human,4.65718634938227,5.15823342785752
13494-6,CERS5.13494.6.3,CERS5.13494.6.3,PASS,PASS,Human,3.82155605004897,3.930978961565
13495-48,HCAR2.13495.48.3,HCAR2.13495.48.3,PASS,PASS,Human,13.4219676373311,14.2170270175089
13496-19,HMGCS1.13496.19.3,HMGCS1.13496.19.3,PASS,PASS,Human,18.0293042631486,5.69515518460677
13497-34,EIF3J.13497.34.3,EIF3J.13497.34.3,PASS,PASS,Human,10.9562051446678,9.68000467804887
13499-30,F8.13499.30.3,F8.13499.30.3,PASS,PASS,Human,7.90359647099159,6.54299012840181
13500-9,TEX29.13500.9.3,TEX29.13500.9.3,PASS,PASS,Human,6.80049523087901,8.13032055814227
13501-10,SLC35G2.13501.10.3,SLC35G2.13501.10.3,PASS,PASS,Human,6.52476487115234,11.5923906574074
13502-2,SLC26A11.13502.2.3,SLC26A11.13502.2.3,PASS,PASS,Human,5.97925570397584,9.16233175780221
13509-5,SCAMP5.13509.5.3,SCAMP5.13509.5.3,PASS,PASS,Human,4.96300809920338,8.5842678935841
13510-7,ATP2A3.13510.7.3,ATP2A3.13510.7.3,PASS,PASS,Human,3.83107220321903,4.63552209236703
13511-29,SATB1.13511.29.3,SATB1.13511.29.3,PASS,PASS,Human,6.191886327248,3.14280659663234
13514-121,RAB35.13514.121.3,RAB35.13514.121.3,PASS,PASS,Human,8.13346571010774,8.07152647579254
13515-8,RPRD1A.13515.8.3,RPRD1A.13515.8.3,PASS,PASS,Human,3.20925399026702,3.3449740410315
13516-46,TMEM85.13516.46.3,EMC4.13516.46.3,PASS,PASS,Human,10.9133585521077,4.36554838129059
13517-3,PTCHD3.13517.3.3,PTCHD3.13517.3.3,PASS,PASS,Human,3.79427470396681,3.96988999563731
13518-5,ASAP2.13518.5.3,ASAP2.13518.5.3,PASS,PASS,Human,4.99317517400368,4.8699205835061
13519-112,ARHGEF25.13519.112.3,ARHGEF25.13519.112.3,PASS,PASS,Human,5.02867929402797,4.976820066177
13524-25,HS6ST2.13524.25.3,HS6ST2.13524.25.3,PASS,PASS,Human,6.92138862464523,8.75590110594908
13525-17,KCNG4.13525.17.3,KCNG4.13525.17.3,PASS,PASS,Human,4.92427873122074,7.8014799850758
13526-5,SSB.13526.5.3,SSB.13526.5.3,PASS,PASS,Human,6.48288820638203,6.64602954863477
13529-39,NAP1L2.13529.39.3,NAP1L2.13529.39.3,PASS,PASS,Human,3.64251491318728,4.92797750992774
13530-5,UTS2R.13530.5.3,UTS2R.13530.5.3,PASS,PASS,Human,12.9513018058226,6.38741073152321
13532-25,CNEP1R1.13532.25.3,CNEP1R1.13532.25.3,PASS,PASS,Human,4.01070296754341,3.03302366914642
13534-20,MYOM2.13534.20.3,MYOM2.13534.20.3,PASS,PASS,Human,3.38078582772203,5.81720937923007
13536-56,POLI.13536.56.3,POLI.13536.56.3,PASS,PASS,Human,5.76461867578672,6.41389029399728
13539-131,KCNN1.13539.131.3,KCNN1.13539.131.3,PASS,PASS,Human,5.02048877190761,4.24525273910942
13540-1,GPR26.13540.1.3,GPR26.13540.1.3,PASS,PASS,Human,6.72318743687531,7.73034439670859
13541-1,MYCT1.13541.1.3,MYCT1.13541.1.3,PASS,PASS,Human,4.11964925782993,5.16458184081452
13543-7,PTGR1.13543.7.3,PTGR1.13543.7.3,PASS,PASS,Human,5.81369794457237,8.3868141252897
13545-97,EIF1AD.13545.97.3,EIF1AD.13545.97.3,PASS,PASS,Human,4.17939492444776,5.32248287518127
13548-53,PPAPDC1A.13548.53.3,PPAPDC1A.13548.53.3,PASS,PASS,Human,8.61428542842109,6.11684924741243
13549-15,ADAM29.13549.15.3,ADAM29.13549.15.3,PASS,PASS,Human,3.54753100070287,3.94966832674851
13552-7,SWAP70.13552.7.3,SWAP70.13552.7.3,PASS,PASS,Human,4.80081234636012,5.28538548929829
13553-4,DCUN1D3.13553.4.3,DCUN1D3.13553.4.3,PASS,PASS,Human,3.37794339590673,5.10133365268278
13554-78,REPIN1.13554.78.3,REPIN1.13554.78.3,PASS,PASS,Human,3.48700646293301,5.3178269872583
13557-3,PVRL3.13557.3.3,PVRL3.13557.3.3,PASS,PASS,Human,5.21551465512573,7.16554135449653
13563-259,ACBD7.13563.259.3,ACBD7.13563.259.3,PASS,PASS,Human,4.50082302754922,3.13731952371343
13566-2,SSU72.13566.2.3,SSU72.13566.2.3,PASS,PASS,Human,6.00617406950787,9.20465118655283
13568-30,PSMD4.13568.30.3,PSMD4.13568.30.3,PASS,PASS,Human,10.0203345298794,11.0170660502629
13570-43,HDLBP.13570.43.3,HDLBP.13570.43.3,PASS,PASS,Human,3.5982204436891,6.7149253160214
13572-43,PSMD11.13572.43.3,PSMD11.13572.43.3,PASS,PASS,Human,8.86160030245066,10.2031490618956
13573-5,ARPC3.13573.5.3,ARPC3.13573.5.3,PASS,PASS,Human,4.64079895514457,7.56254293459531
13574-50,RND1.13574.50.3,RND1.13574.50.3,PASS,PASS,Human,5.49575257642913,8.3048735034425
13575-40,DVL2.13575.40.3,DVL2.13575.40.3,PASS,PASS,Human,7.12265308780651,6.63735594966109
13576-15,GSTP1.13576.15.3,GSTP1.13576.15.3,PASS,PASS,Human,4.3932319193174,4.88944250126933
13577-25,U2AF2.13577.25.3,U2AF2.13577.25.3,PASS,PASS,Human,5.60985546105726,7.87891279896905
13578-98,ABLIM3.13578.98.3,ABLIM3.13578.98.3,PASS,PASS,Human,3.66201557390571,10.3887196768566
13580-2,UAP1.13580.2.3,UAP1.13580.2.3,PASS,PASS,Human,3.7706746367442,5.4622973689158
13583-19,APAF1.13583.19.3,APAF1.13583.19.3,PASS,PASS,Human,4.52549523845209,10.5858986409395
13587-10,RACGAP1.13587.10.3,RACGAP1.13587.10.3,PASS,PASS,Human,8.01716815047553,13.2344876010368
13588-11,ANXA9.13588.11.3,ANXA9.13588.11.3,PASS,PASS,Human,4.94814515943679,4.546601271805
13589-10,APBB3.13589.10.3,APBB3.13589.10.3,PASS,PASS,Human,5.70560149063151,3.89798291444315
13590-1,REXO2.13590.1.3,REXO2.13590.1.3,PASS,PASS,Human,3.69262845471388,2.80404408923146
13591-31,PRIM1.13591.31.3,PRIM1.13591.31.3,PASS,PASS,Human,3.89333472243436,13.7838204761502
13594-158,GGA1.13594.158.3,GGA1.13594.158.3,PASS,PASS,Human,7.34987750833019,10.4923845635881
13596-3,RAB27B.13596.3.3,RAB27B.13596.3.3,PASS,PASS,Human,6.04276428060549,7.82461435547327
13599-15,RABEPK.13599.15.3,RABEPK.13599.15.3,PASS,PASS,Human,5.5520993181754,6.49240681428848
13602-6,NHP2L1.13602.6.3,NHP2L1.13602.6.3,PASS,PASS,Human,5.35068449039392,8.50596221246766
13603-7,RFESD.13603.7.3,RFESD.13603.7.3,PASS,PASS,Human,7.55806184202212,5.53137115244846
13604-27,NEURL1.13604.27.3,NEURL1.13604.27.3,PASS,PASS,Human,5.7717874882394,5.4848095375045
13605-16,ANXA10.13605.16.3,ANXA10.13605.16.3,PASS,PASS,Human,6.17629437854162,5.39248624922679
13609-11,GTF2I.13609.11.3,GTF2I.13609.11.3,PASS,PASS,Human,3.73059796849063,8.77826874021079
13610-9,MAGEA10.13610.9.3,MAGEA10.13610.9.3,PASS,PASS,Human,5.52140396839426,6.50358226223318
13612-7,CYTIP.13612.7.3,CYTIP.13612.7.3,PASS,PASS,Human,3.95821677575617,14.0296053337648
13614-6,CREBBP.13614.6.3,CREBBP.13614.6.3,PASS,PASS,Human,4.03917733691544,3.16269711038679
13618-15,MAD1L1.13618.15.3,MAD1L1.13618.15.3,PASS,PASS,Human,5.10360747550759,5.69111625801816
13620-10,ASNA1.13620.10.3,ASNA1.13620.10.3,PASS,PASS,Human,6.19022547752801,7.0427241434179
13623-4,MLL2.13623.4.3,MLL2.13623.4.3,PASS,PASS,Human,4.60916077028653,4.18558085834492
13624-17,NADK.13624.17.3,NADK.13624.17.3,PASS,PASS,Human,4.65709324387768,6.8632275454584
13625-19,SSB.13625.19.3,SSB.13625.19.3,PASS,PASS,Human,3.87149015714932,5.96199834764751
13628-58,GRB14.13628.58.3,GRB14.13628.58.3,PASS,PASS,Human,4.28726796463047,4.23906976408945
13631-1,RBBP5.13631.1.3,RBBP5.13631.1.3,PASS,PASS,Human,3.72771472273718,2.80997919275748
13634-209,PIR.13634.209.3,PIR.13634.209.3,PASS,PASS,Human,5.31055415844062,9.52513013594077
13640-5,BCL6.13640.5.3,BCL6.13640.5.3,PASS,PASS,Human,3.59083161910518,11.7257182763519
13642-90,IFIT3.13642.90.3,IFIT3.13642.90.3,PASS,PASS,Human,3.47923261037936,5.40847957087299
13644-30,HGS.13644.30.3,HGS.13644.30.3,PASS,PASS,Human,5.81083927200674,5.57853273735492
13645-14,DHX38.13645.14.3,DHX38.13645.14.3,PASS,PASS,Human,5.55378962365096,3.50804923797121
13650-11,KCNIP1.13650.11.3,KCNIP1.13650.11.3,PASS,PASS,Human,6.85262775487514,8.04127304175134
13651-54,ZFP91.13651.54.3,ZFP91.13651.54.3,PASS,PASS,Human,3.29371113208072,5.00329900343386
13652-2,TOM1L1.13652.2.3,TOM1L1.13652.2.3,PASS,PASS,Human,4.68379991340087,5.38150640775498
13653-335,MACROD1.13653.335.3,MACROD1.13653.335.3,PASS,PASS,Human,5.74952011555145,4.60056142801988
13654-1,ROCK2.13654.1.3,ROCK2.13654.1.3,PASS,PASS,Human,12.3611622017835,6.61299031278194
13655-34,NCL.13655.34.3,NCL.13655.34.3,PASS,PASS,Human,4.44311636893178,4.98863543512424
13657-2,PNKP.13657.2.3,PNKP.13657.2.3,PASS,PASS,Human,13.736432258818,5.1967485089411
13660-76,ANGPT2.13660.76.3,ANGPT2.13660.76.3,PASS,PASS,Human,5.16285050660436,7.94148866812044
13661-193,CST5.13661.193.3,CST5.13661.193.3,PASS,PASS,Human,10.4561670239735,4.3169658891357
13665-35,PPP2R3A.13665.35.3,PPP2R3A.13665.35.3,PASS,PASS,Human,6.03640314100061,6.18361654438812
13666-222,CA10.13666.222.3,CA10.13666.222.3,PASS,PASS,Human,3.43451601283768,6.27162430211072
13669-6,FGFR3.13669.6.3,FGFR3.13669.6.3,PASS,PASS,Human,14.1823115763224,12.2480135145056
13670-81,PLA2G2E.13670.81.3,PLA2G2E.13670.81.3,PASS,PASS,Human,4.62391283012186,2.9751229267984
13672-3,HSPA6.13672.3.3,HSPA6.13672.3.3,PASS,PASS,Human,4.95051874599259,6.08724553833398
13680-3,NAB2.13680.3.3,NAB2.13680.3.3,PASS,PASS,Human,4.82671045086756,4.9481486870893
13686-2,IL5RA.13686.2.3,IL5RA.13686.2.3,PASS,PASS,Human,9.30314563751914,13.1034744736013
13687-5,CCL1.13687.5.3,CCL1.13687.5.3,PASS,PASS,Human,4.08897147285038,4.15539410328799
13688-2,CAPSL.13688.2.3,CAPSL.13688.2.3,PASS,PASS,Human,3.01785950945949,5.44209727480503
13689-2,ODC1.13689.2.3,ODC1.13689.2.3,PASS,PASS,Human,6.10470500236502,7.09663851549445
